Pattern,Components,Score,PrimeProduct
High card: QJ954,"ranks=Q,J,9,5,4",7050,597835
Tx2 + J + 7 + 3,"pair=T;kickers=J,7,3",4358,598299
Ax2 + 8 + 5 + 3,"pair=A;kickers=8,5,3",3521,600117
46 + A,quad=6;kicker=A,107,600281
7x2 + 9 + 8 + 6,"pair=7;kickers=9,8,6",5051,600457
5x2 + A + T + 7,"pair=5;kickers=A,T,7",5335,600691
Jx2 + 7 + 6 + 4,"pair=J;kickers=7,6,4",4187,601315
High card: AJT62,"ranks=A,J,T,6,2",6491,601634
High card: KJ863,"ranks=K,J,8,6,3",6854,601953
7x2 + Q + T + 4,"pair=7;kickers=Q,T,4",4978,602485
Qx2 + 9 + 6 + 3,"pair=Q;kickers=9,6,3",3943,602547
7x2 + A + J + 3,"pair=7;kickers=A,J,3",4891,602823
4x2 + A + Q + 9,"pair=4;kickers=A,Q,9",5538,603725
6x2 + Q + T + 5,"pair=6;kickers=Q,T,5",5197,603911
8x3 + A + 3,"trips=8;kickers=A,3",2015,604299
8x2 + T + 7 + 5,"pair=8;kickers=T,7,5",4817,604877
Kx2 + 8 + 7 + 2,"pair=K;kickers=8,7,2",3735,605098
High card: AK953,"ranks=A,K,9,5,3",6310,605283
Jx2 + 9x2 + 2,pair_high=J;pair_low=9;kicker=2,2852,607202
High card: KT764,"ranks=K,T,7,6,4",6919,608465
High card: J9874,"ranks=J,9,8,7,4",7274,608855
High card: AT982,"ranks=A,T,9,8,2",6559,609178
8x2 + K + 9 + 3,"pair=8;kickers=K,9,3",4729,609501
Jx3 + 4x2,trips=J;pair=4,212,609725
Ax2 + 6x2 + 3,pair_high=A;pair_low=6;kicker=3,2554,610203
Qx2 + 5x2 + 7,pair_high=Q;pair_low=5;kicker=7,2793,612157
Qx2 + J + 6 + 2,"pair=Q;kickers=J,6,2",3895,613118
High card: AQT53,"ranks=A,Q,T,5,3",6409,613893
9x2 + K + T + 2,"pair=9;kickers=K,T,2",4504,614422
6x2 + T + 8 + 7,"pair=6;kickers=T,8,7",5256,615043
9x2 + Q + 6 + 4,"pair=9;kickers=Q,6,4",4553,615505
High card: AKJ52,"ranks=A,K,J,5,2",6262,615902
4x2 + K + J + T,"pair=4;kickers=K,J,T",5590,616975
8x2 + Q + T + 3,"pair=8;kickers=Q,T,3",4759,618171
5x2 + K + Q + 6,"pair=5;kickers=K,Q,6",5366,618233
8x2 + K + J + 2,"pair=8;kickers=K,J,2",4717,620194
Ax3 + 3x2,trips=A;pair=3,177,620289
Tx3 + 8 + 3,"trips=T;kickers=8,3",1923,620517
Qx2 + 9 + 8 + 2,"pair=Q;kickers=9,8,2",3935,620806
5x2 + J + T + 9,"pair=5;kickers=J,T,9",5442,620977
Ax2 + K + 4 + 2,"pair=A;kickers=K,4,2",3379,621970
Kx2 + 7 + 5 + 4,"pair=K;kickers=7,5,4",3750,622895
Tx2 + Q + 9 + 2,"pair=T;kickers=Q,9,2",4320,623162
Jx2 + 9 + 7 + 3,"pair=J;kickers=9,7,3",4159,623181
7x2 + Q + 8 + 5,"pair=7;kickers=Q,8,5",4988,623441
High card: JT864,"ranks=J,T,8,6,4",7243,623645
9x3 + 7 + 5,"trips=9;kickers=7,5",1992,624169
High card: AT873,"ranks=A,T,8,7,3",6578,625209
Qx3 + 5 + 3,"trips=Q;kickers=5,3",1803,625611
Tx2 + 7x2 + 5,pair_high=T;pair_low=7;kicker=5,2959,625807
High card: AT954,"ranks=A,T,9,5,4",6569,627095
High card: AQ972,"ranks=A,Q,9,7,2",6424,627874
Ax2 + 8 + 6 + 2,"pair=A;kickers=8,6,2",3519,628694
High card: K8765,"ranks=K,8,7,6,5",6973,629629
7x3 + A + 5,"trips=7;kickers=A,5",2079,630539
High card: KT973,"ranks=K,T,9,7,3",6891,630591
8x2 + T + 9 + 4,"pair=8;kickers=T,9,4",4813,631465
7x2 + 6x2 + Q,pair_high=7;pair_low=6;kicker=Q,3163,633919
High card: AK962,"ranks=A,K,9,6,2",6308,634106
Jx3 + 7 + 2,"trips=J;kickers=7,2",1863,634114
7x3 + 8x2,trips=7;pair=8,257,634933
Kx2 + Q + 4 + 3,"pair=K;kickers=Q,4,3",3643,636585
Qx2 + 8 + 7 + 3,"pair=Q;kickers=8,7,3",3954,637143
9x3 + Q + 3,"trips=9;kickers=Q,3",1968,637887
Jx2 + T + 6 + 3,"pair=J;kickers=T,6,3",4142,638319
High card: KJ854,"ranks=K,J,8,5,4",6856,638435
Qx2 + 9 + 5 + 4,"pair=Q;kickers=9,5,4",3945,639065
9x2 + T + 6 + 5,"pair=9;kickers=T,6,5",4601,639331
Tx2 + Q + 7 + 3,"pair=T;kickers=Q,7,3",4330,639561
6x3 + K + 7,"trips=6;kickers=K,7",2154,640211
5x2 + A + J + 6,"pair=5;kickers=A,J,6",5329,640871
High card: KJT72,"ranks=K,J,T,7,2",6815,641654
High card: QJ764,"ranks=Q,J,7,6,4",7072,642785
High card: AQT62,"ranks=A,Q,T,6,2",6407,643126
High card: KQ863,"ranks=K,Q,8,6,3",6770,643467
7x2 + A + Q + 3,"pair=7;kickers=A,Q,3",4883,644397
4x2 + A + K + 8,"pair=4;kickers=A,K,8",5530,644725
8x2 + J + 6 + 5,"pair=8;kickers=J,6,5",4800,645337
Tx2 + K + 6 + 3,"pair=T;kickers=K,6,3",4298,645909
High card: JT983,"ranks=J,T,9,8,3",7220,646323
Ax2 + 6 + 5 + 4,"pair=A;kickers=6,5,4",3536,647185
5x2 + A + 9 + 8,"pair=5;kickers=A,9,8",5340,648907
9x2 + Q + J + 2,"pair=9;kickers=Q,J,2",4533,649078
6x2 + K + J + 4,"pair=6;kickers=K,J,4",5155,649165
Kx2 + 4x2 + 9,pair_high=K;pair_low=4;kicker=9,2692,650275
High card: AK763,"ranks=A,K,7,6,3",6332,650793
High card: Q9874,"ranks=Q,9,8,7,4",7149,650845
49 + 4,quad=9;kicker=4,80,651605
8x2 + A + 6 + 4,"pair=8;kickers=A,6,4",4692,651695
Jx2 + 4x2 + Q,pair_high=J;pair_low=4;kicker=Q,2899,651775
7x2 + J + 9 + 5,"pair=7;kickers=J,9,5",5011,651833
Tx2 + 9 + 7 + 4,"pair=T;kickers=9,7,4",4378,653315
8x3 + 9 + 5,"trips=8;kickers=9,5",2053,653429
Jx2 + K + 5 + 3,"pair=J;kickers=K,5,3",4081,653457
9x2 + 5x2 + K,pair_high=9;pair_low=5;kicker=K,3052,654493
Qx3 + 6 + 2,"trips=Q;kickers=6,2",1801,655402
6x3 + J + 8,"trips=6;kickers=J,8",2170,656183
47 + T,quad=7;kicker=T,99,656903
High card: K9864,"ranks=K,9,8,6,4",6944,657305
Jx2 + T + 8 + 2,"pair=J;kickers=T,8,2",4134,657662
7x2 + A + 9 + 4,"pair=7;kickers=A,9,4",4903,658255
High card: AKQ52,"ranks=A,K,Q,5,2",6226,658378
4x2 + K + Q + T,"pair=4;kickers=K,Q,T",5582,659525
6x2 + A + 9 + 5,"pair=6;kickers=A,9,5",5122,659813
High card: AKJ43,"ranks=A,K,J,4,3",6263,659895
Kx2 + T + 5 + 3,"pair=K;kickers=T,5,3",3705,661227
8x2 + K + Q + 2,"pair=8;kickers=K,Q,2",4709,662966
5x2 + Q + T + 9,"pair=5;kickers=Q,T,9",5414,663803
8x2 + 6x2 + 9,pair_high=8;pair_low=6;kicker=9,3111,664411
Tx2 + K + 8 + 2,"pair=T;kickers=K,8,2",4290,665482
High card: QJ973,"ranks=Q,J,9,7,3",7044,666159
High card: QT864,"ranks=Q,T,8,6,4",7118,666655
High card: AJ863,"ranks=A,J,8,6,3",6526,667029
High card: JT765,"ranks=J,T,7,6,5",7252,667667
Tx3 + 6 + 4,"trips=T;kickers=6,4",1931,669185
High card: AK872,"ranks=A,K,8,7,2",6319,670514
Ax2 + 9 + 5 + 3,"pair=A;kickers=9,5,3",3506,670719
9x2 + 7x2 + 6,pair_high=9;pair_low=7;kicker=6,3035,671099
High card: KJ963,"ranks=K,J,9,6,3",6839,672771
High card: AT764,"ranks=A,T,7,6,4",6591,674245
8x2 + A + 9 + 3,"pair=8;kickers=A,9,3",4684,675393
High card: T9875,"ranks=T,9,8,7,5",7342,676039
Kx2 + 9 + 7 + 2,"pair=K;kickers=9,7,2",3720,676286
Jx2 + T + 5 + 4,"pair=J;kickers=T,5,4",4144,677005
Jx2 + Q + 7 + 2,"pair=J;kickers=Q,7,2",4111,677846
9x2 + J + 7 + 4,"pair=9;kickers=J,7,4",4577,680485
9x2 + A + T + 2,"pair=9;kickers=A,T,2",4459,680846
9x2 + K + 8 + 3,"pair=9;kickers=K,8,3",4509,681207
High card: QJT63,"ranks=Q,J,T,6,3",7027,682341
High card: KQ854,"ranks=K,Q,8,5,4",6772,682465
Ax2 + J + 5 + 2,"pair=A;kickers=J,5,2",3458,682486
5x2 + K + J + 7,"pair=5;kickers=K,J,7",5373,683501
4x2 + A + J + T,"pair=4;kickers=A,J,T",5545,683675
Jx2 + K + 6 + 2,"pair=J;kickers=K,6,2",4079,684574
Tx2 + K + 5 + 4,"pair=T;kickers=K,5,4",4300,685055
5x2 + A + Q + 6,"pair=5;kickers=A,Q,6",5321,685069
High card: KQT72,"ranks=K,Q,T,7,2",6731,685906
Qx2 + 7 + 6 + 4,"pair=Q;kickers=7,6,4",3967,687115
8x2 + A + J + 2,"pair=8;kickers=A,J,2",4672,687242
6x2 + T + 9 + 7,"pair=6;kickers=T,9,7",5251,687401
Ax3 + 4 + 2,"trips=A;kickers=4,2",1674,689210
8x2 + Q + 6 + 5,"pair=8;kickers=Q,6,5",4772,689843
High card: AK754,"ranks=A,K,7,5,4",6334,690235
High card: QT983,"ranks=Q,T,9,8,3",7095,690897
Tx2 + 8 + 6 + 5,"pair=T;kickers=8,6,5",4396,692461
Kx2 + T + 6 + 2,"pair=K;kickers=T,6,2",3703,692714
High card: KJ982,"ranks=K,J,9,8,2",6831,693158
Tx3 + 9 + 3,"trips=T;kickers=9,3",1917,693519
Qx2 + 9x2 + 2,pair_high=Q;pair_low=9;kicker=2,2753,693842
6x2 + K + Q + 4,"pair=6;kickers=K,Q,4",5147,693935
Kx2 + 7x2 + 3,pair_high=K;pair_low=7;kicker=3,2664,694083
8x2 + K + 7 + 4,"pair=8;kickers=K,7,4",4733,695045
Qx2 + 4x2 + J,pair_high=Q;pair_low=4;kicker=J,2800,696725
7x2 + Q + 9 + 5,"pair=7;kickers=Q,9,5",4983,696787
High card: JT964,"ranks=J,T,9,6,4",7228,697015
High card: A8765,"ranks=A,8,7,6,5",6645,697697
High card: KQJ53,"ranks=K,Q,J,5,3",6709,698523
High card: AT973,"ranks=A,T,9,7,3",6563,698763
Jx2 + 5x2 + 8,pair_high=J;pair_low=5;kicker=8,2891,700553
7x3 + J + 6,"trips=7;kickers=J,6",2105,700843
6x3 + Q + 8,"trips=6;kickers=Q,8",2162,701437
8x3 + 7 + 6,"trips=8;kickers=7,6",2057,702559
Ax2 + 9 + 6 + 2,"pair=A;kickers=9,6,2",3504,702658
High card: QJT82,"ranks=Q,J,T,8,2",7019,703018
High card: K9765,"ranks=K,9,7,6,5",6953,703703
6x3 + Tx2,trips=6;pair=T,267,704099
High card: AKQ43,"ranks=A,K,Q,4,3",6227,705405
Tx3 + J + 2,"trips=T;kickers=J,2",1911,705686
9x2 + T + 8 + 4,"pair=9;kickers=T,8,4",4593,705755
High card: AJ854,"ranks=A,J,8,5,4",6528,707455
5x2 + K + T + 8,"pair=5;kickers=K,T,8",5379,708883
Kx3 + 5 + 2,"trips=K;kickers=5,2",1738,709142
6x3 + A + 7,"trips=6;kickers=A,7",2144,709423
7x3 + 9 + 8,"trips=7;kickers=9,8",2117,709631
Jx2 + 7x2 + 4,pair_high=J;pair_low=7;kicker=4,2872,710645
High card: AJT72,"ranks=A,J,T,7,2",6487,711022
High card: KJ873,"ranks=K,J,8,7,3",6850,711399
Qx2 + 9 + 7 + 3,"pair=Q;kickers=9,7,3",3939,712101
Jx2 + 6x2 + 5,pair_high=J;pair_low=6;kicker=5,2882,712327
8x3 + J + 4,"trips=8;kickers=J,4",2041,712385
High card: AQ863,"ranks=A,Q,8,6,3",6442,713031
High card: KJ954,"ranks=K,J,9,5,4",6841,713545
High card: QT765,"ranks=Q,T,7,6,5",7127,713713
Ax2 + 4x2 + 8,pair_high=A;pair_low=4;kicker=8,2572,714425
Tx2 + A + 6 + 3,"pair=T;kickers=A,6,3",4253,715737
7x2 + K + T + 4,"pair=7;kickers=K,T,4",4942,719095
High card: KQ963,"ranks=K,Q,9,6,3",6755,719169
6x2 + A + J + 4,"pair=6;kickers=A,J,4",5110,719345
4x2 + A + K + 9,"pair=4;kickers=A,K,9",5529,720575
6x2 + K + T + 5,"pair=6;kickers=K,T,5",5161,720797
Ax2 + 7 + 6 + 3,"pair=A;kickers=7,6,3",3528,721149
High card: J9865,"ranks=J,9,8,6,5",7277,721259
9x2 + J + T + 3,"pair=9;kickers=J,T,3",4567,722361
High card: QJT54,"ranks=Q,J,T,5,4",7029,723695
Jx2 + A + 5 + 3,"pair=J;kickers=A,5,3",4036,724101
Qx2 + J + 7 + 2,"pair=Q;kickers=J,7,2",3891,724594
9x2 + 5x2 + A,pair_high=9;pair_low=5;kicker=A,3051,725249
7x2 + T + 8 + 6,"pair=7;kickers=T,8,6",5036,726869
9x2 + Q + 7 + 4,"pair=9;kickers=Q,7,4",4549,727415
High card: A9864,"ranks=A,9,8,6,4",6616,728365
Jx2 + 8x2 + 3,pair_high=J;pair_low=8;kicker=3,2862,729147
Qx2 + T + 6 + 3,"pair=Q;kickers=T,6,3",3922,729399
Ax2 + Q + 5 + 2,"pair=A;kickers=Q,5,2",3422,729554
9x2 + 8x2 + 5,pair_high=9;pair_low=8;kicker=5,3025,730303
5x2 + K + Q + 7,"pair=5;kickers=K,Q,7",5365,730639
4x2 + A + Q + T,"pair=4;kickers=A,Q,T",5537,730825
Ax2 + J + 4 + 3,"pair=A;kickers=J,4,3",3459,731235
High card: KQJ62,"ranks=K,Q,J,6,2",6707,731786
High card: AKT53,"ranks=A,K,T,5,3",6289,732711
6x3 + J + 9,"trips=6;kickers=J,9",2169,733381
9x2 + K + 6 + 4,"pair=9;kickers=K,6,4",4517,734635
8x2 + A + Q + 2,"pair=8;kickers=A,Q,2",4664,734638
Jx2 + T + 9 + 2,"pair=J;kickers=T,9,2",4128,735034
High card: JT874,"ranks=J,T,8,7,4",7239,737035
Tx2 + A + 8 + 2,"pair=T;kickers=A,8,2",4245,737426
8x2 + K + T + 3,"pair=8;kickers=K,T,3",4723,737817
Kx2 + 5x2 + 6,pair_high=K;pair_low=5;kicker=6,2684,737891
High card: KQ982,"ranks=K,Q,9,8,2",6747,740962
9x2 + 6x2 + 8,pair_high=9;pair_low=6;kicker=8,3045,742577
Ax2 + 8 + 7 + 2,"pair=A;kickers=8,7,2",3515,743002
Tx2 + K + 9 + 2,"pair=T;kickers=K,9,2",4284,743774
7x2 + K + 8 + 5,"pair=7;kickers=K,8,5",4952,744107
Qx3 + 4x2,trips=Q;pair=4,200,744775
High card: QT964,"ranks=Q,T,9,6,4",7103,745085
High card: AJ963,"ranks=A,J,9,6,3",6511,745503
Qx2 + K + 5 + 3,"pair=Q;kickers=K,5,3",3861,746697
5x2 + Q + J + 8,"pair=5;kickers=Q,J,8",5408,748867
7x3 + Q + 6,"trips=7;kickers=Q,6",2097,749177
High card: AK972,"ranks=A,K,9,7,2",6304,749398
Qx2 + T + 8 + 2,"pair=Q;kickers=T,8,2",3914,751502
Tx2 + 5x2 + J,pair_high=T;pair_low=5;kicker=J,2977,751709
Tx3 + Q + 2,"trips=T;kickers=Q,2",1903,754354
Jx2 + T + 7 + 3,"pair=J;kickers=T,7,3",4138,754377
9x2 + A + 8 + 3,"pair=9;kickers=A,8,3",4464,754851
9x2 + T + 7 + 5,"pair=9;kickers=T,7,5",4597,755573
High card: AQ854,"ranks=A,Q,8,5,4",6444,756245
7x2 + 6x2 + K,pair_high=7;pair_low=6;kicker=K,3162,756613
5x2 + A + J + 7,"pair=5;kickers=A,J,7",5328,757393
Jx2 + A + 6 + 2,"pair=J;kickers=A,6,2",4034,758582
Tx2 + A + 5 + 4,"pair=T;kickers=A,5,4",4255,759115
7x2 + Q + J + 4,"pair=7;kickers=Q,J,4",4971,759655
Kx3 + 4 + 3,"trips=K;kickers=4,3",1739,759795
High card: AQT72,"ranks=A,Q,T,7,2",6403,760058
High card: KQ873,"ranks=K,Q,8,7,3",6766,760461
9x3 + K + 3,"trips=9;kickers=K,3",1959,761349
6x2 + Q + J + 5,"pair=6;kickers=Q,J,5",5190,761453
8x3 + Q + 4,"trips=8;kickers=Q,4",2033,761515
8x2 + J + 7 + 5,"pair=8;kickers=J,7,5",4796,762671
High card: KQ954,"ranks=K,Q,9,5,4",6757,762755
Tx2 + K + 7 + 3,"pair=T;kickers=K,7,3",4294,763347
Tx2 + 8x2 + 4,pair_high=T;pair_low=8;kicker=4,2949,764405
Ax2 + 7 + 5 + 4,"pair=A;kickers=7,5,4",3530,764855
High card: KJ764,"ranks=K,J,7,6,4",6863,767195
High card: AKT62,"ranks=A,K,T,6,2",6287,767602
Kx2 + 8 + 6 + 3,"pair=K;kickers=8,6,3",3738,768009
High card: AJ982,"ranks=A,J,9,8,2",6503,768094
6x2 + A + Q + 4,"pair=6;kickers=A,Q,4",5102,768955
7x2 + A + K + 3,"pair=7;kickers=A,K,3",4874,769119
8x2 + A + 7 + 4,"pair=8;kickers=A,7,4",4688,770185
High card: Q9865,"ranks=Q,9,8,6,5",7152,771001
9x2 + Q + T + 3,"pair=9;kickers=Q,T,3",4539,772179
Qx2 + T + 5 + 4,"pair=Q;kickers=T,5,4",3924,773605
Tx2 + 9 + 6 + 5,"pair=T;kickers=9,6,5",4381,773927
High card: AQJ53,"ranks=A,Q,J,5,3",6381,774039
Qx3 + 7 + 2,"trips=Q;kickers=7,2",1797,774566
9x2 + K + J + 2,"pair=9;kickers=K,J,2",4497,774706
6x2 + J + 8 + 7,"pair=6;kickers=J,8,7",5235,775489
High card: K9874,"ranks=K,9,8,7,4",6940,776815
Jx2 + 4x2 + K,pair_high=J;pair_low=4;kicker=K,2898,777925
8x2 + Q + J + 3,"pair=8;kickers=Q,J,3",4752,779433
High card: A9765,"ranks=A,9,7,6,5",6625,779779
Ax2 + Q + 4 + 3,"pair=A;kickers=Q,4,3",3423,781665
Qx2 + K + 6 + 2,"pair=Q;kickers=K,6,2",3859,782254
Tx2 + J + 8 + 3,"pair=T;kickers=J,8,3",4353,782391
Jx2 + 5x2 + 9,pair_high=J;pair_low=5;kicker=9,2890,782971
6x3 + Q + 9,"trips=6;kickers=Q,9",2161,783959
8x2 + 9 + 7 + 6,"pair=8;kickers=9,7,6",4831,785213
5x2 + A + T + 8,"pair=5;kickers=A,T,8",5334,785519
High card: QJT92,"ranks=Q,J,T,9,2",7013,785726
Kx2 + A + 5 + 2,"pair=K;kickers=A,5,2",3597,785806
Jx2 + 8 + 6 + 4,"pair=J;kickers=8,6,4",4177,786335
Kx2 + 4x2 + T,pair_high=K;pair_low=4;kicker=T,2691,787175
High card: QT874,"ranks=Q,T,8,7,4",7114,787865
High card: AJ873,"ranks=A,J,8,7,3",6522,788307
9x3 + T + 4,"trips=9;kickers=T,4",1982,788785
7x2 + J + T + 5,"pair=7;kickers=J,T,5",5005,789061
High card: AJ954,"ranks=A,J,9,5,4",6513,790685
Tx3 + 7 + 4,"trips=T;kickers=7,4",1927,790855
8x3 + T + 5,"trips=8;kickers=T,5",2047,790993
Kx2 + 8x2 + 2,pair_high=K;pair_low=8;kicker=2,2654,791282
5x2 + K + T + 9,"pair=5;kickers=K,T,9",5378,792281
7x3 + 9x2,trips=7;pair=9,256,793117
High card: KJ973,"ranks=K,J,9,7,3",6835,795093
High card: KT864,"ranks=K,T,8,6,4",6909,795685
8x2 + J + 9 + 4,"pair=8;kickers=J,9,4",4792,796195
7x2 + A + T + 4,"pair=7;kickers=A,T,4",4897,796835
High card: AQ963,"ranks=A,Q,9,6,3",6427,796917
Ax2 + 4x2 + 9,pair_high=A;pair_low=4;kicker=9,2571,798475
6x2 + A + T + 5,"pair=6;kickers=A,T,5",5116,798721
Qx2 + 5x2 + 8,pair_high=Q;pair_low=5;kicker=8,2792,800513
Tx2 + 5x2 + Q,pair_high=T;pair_low=5;kicker=Q,2976,803551
8x2 + 6x2 + T,pair_high=8;pair_low=6;kicker=T,3110,804287
Jx3 + 6 + 3,"trips=J;kickers=6,3",1866,804837
9x2 + J + 6 + 5,"pair=9;kickers=J,6,5",4580,806113
High card: QJT73,"ranks=Q,J,T,7,3",7023,806403
Jx2 + K + 7 + 2,"pair=J;kickers=K,7,2",4075,809042
5x2 + A + Q + 7,"pair=5;kickers=A,Q,7",5320,809627
High card: AQJ62,"ranks=A,Q,J,6,2",6379,810898
Ax2 + T + 5 + 3,"pair=A;kickers=T,5,3",3485,811923
Qx2 + 7x2 + 4,pair_high=Q;pair_low=7;kicker=4,2773,812045
7x2 + T + 9 + 6,"pair=7;kickers=T,9,6",5031,812383
Qx2 + 6x2 + 5,pair_high=Q;pair_low=6;kicker=5,2783,813967
9x2 + A + 6 + 4,"pair=9;kickers=A,6,4",4472,814055
High card: KJT63,"ranks=K,J,T,6,3",6818,814407
Kx2 + 8 + 5 + 4,"pair=K;kickers=8,5,4",3740,814555
Jx2 + 9 + 8 + 3,"pair=J;kickers=9,8,3",4154,814929
8x2 + Q + 7 + 5,"pair=8;kickers=Q,7,5",4768,815269
9x3 + 8 + 5,"trips=9;kickers=8,5",1987,816221
8x2 + A + T + 3,"pair=8;kickers=A,T,3",4678,817581
5x2 + A + K + 6,"pair=5;kickers=A,K,6",5312,817663
Tx2 + 8 + 7 + 5,"pair=T;kickers=8,7,5",4392,818363
Kx2 + T + 7 + 2,"pair=K;kickers=T,7,2",3699,818662
High card: KQ764,"ranks=K,Q,7,6,4",6779,820105
High card: AQ982,"ranks=A,Q,9,8,2",6419,821066
8x2 + K + 6 + 5,"pair=8;kickers=K,6,5",4736,823361
High card: JT974,"ranks=J,T,9,7,4",7224,823745
Tx2 + A + 9 + 2,"pair=T;kickers=A,9,2",4239,824182
7x2 + A + 8 + 5,"pair=7;kickers=A,8,5",4907,824551
High card: KT983,"ranks=K,T,9,8,3",6886,824619
Qx2 + A + 5 + 3,"pair=Q;kickers=A,5,3",3816,827421
9x2 + K + Q + 2,"pair=9;kickers=K,Q,2",4489,828134
Kx2 + 6x2 + 4,pair_high=K;pair_low=6;kicker=4,2674,828245
47 + J,quad=7;kicker=J,98,828269
6x2 + Q + 8 + 7,"pair=6;kickers=Q,8,7",5207,828971
Jx3 + 8 + 2,"trips=J;kickers=8,2",1858,829226
9x3 + 6x2,trips=9;pair=6,234,829939
8x3 + 7x2,trips=8;pair=7,245,830297
Ax2 + 9 + 7 + 2,"pair=A;kickers=9,7,2",3500,830414
4x2 + K + Q + J,"pair=4;kickers=K,Q,J",5581,831575
7x2 + K + 9 + 5,"pair=7;kickers=K,9,5",4947,831649
Tx2 + 6x2 + 7,pair_high=T;pair_low=6;kicker=7,2969,832117
Qx2 + 8x2 + 3,pair_high=Q;pair_low=8;kicker=3,2763,833187
Kx2 + J + 5 + 3,"pair=K;kickers=J,5,3",3677,833721
Tx2 + Q + 8 + 3,"pair=T;kickers=Q,8,3",4325,836349
5x2 + Q + J + 9,"pair=5;kickers=Q,J,9",5407,836969
6x3 + K + 8,"trips=6;kickers=K,8",2153,837199
7x2 + 6x2 + A,pair_high=7;pair_low=6;kicker=A,3161,838409
High card: KJT82,"ranks=K,J,T,8,2",6810,839086
4T + 3,quad=T;kicker=3,69,839523
Qx2 + T + 9 + 2,"pair=Q;kickers=T,9,2",3908,839914
High card: QJ864,"ranks=Q,J,8,6,4",7062,840565
Jx2 + 7 + 6 + 5,"pair=J;kickers=7,6,5",4186,841841
Kx2 + A + 4 + 3,"pair=K;kickers=A,4,3",3598,841935
High card: AQ873,"ranks=A,Q,8,7,3",6438,842673
7x2 + Q + T + 5,"pair=7;kickers=Q,T,5",4977,843479
9x3 + A + 3,"trips=9;kickers=A,3",1949,843657
Tx2 + J + 6 + 4,"pair=T;kickers=J,6,4",4361,843755
High card: AQ954,"ranks=A,Q,9,5,4",6429,845215
Tx2 + A + 7 + 3,"pair=T;kickers=A,7,3",4249,845871
High card: KQ973,"ranks=K,Q,9,7,3",6751,849927
High card: AJ764,"ranks=A,J,7,6,4",6535,850135
Ax2 + T + 6 + 2,"pair=A;kickers=T,6,2",3483,850586
High card: AK863,"ranks=A,K,8,6,3",6322,851037
8x2 + Q + 9 + 4,"pair=8;kickers=Q,9,4",4764,851105
High card: KT765,"ranks=K,T,7,6,5",6918,851851
Ax2 + 7x2 + 3,pair_high=A;pair_low=7;kicker=3,2543,852267
High card: J9875,"ranks=J,9,8,7,5",7273,852397
Jx3 + 5 + 4,"trips=J;kickers=5,4",1868,853615
Tx2 + 9 + 8 + 4,"pair=T;kickers=9,8,4",4373,854335
Kx2 + 9 + 6 + 3,"pair=K;kickers=9,6,3",3723,858363
9x2 + A + J + 2,"pair=9;kickers=A,J,2",4452,858458
7x3 + T + 8,"trips=7;kickers=T,8",2111,859027
Jx2 + Q + 6 + 3,"pair=J;kickers=Q,6,3",4114,860343
High card: A9874,"ranks=A,9,8,7,4",6612,860795
9x2 + Q + 6 + 5,"pair=9;kickers=Q,6,5",4552,861707
Qx2 + T + 7 + 3,"pair=Q;kickers=T,7,3",3918,862017
Jx2 + 4x2 + A,pair_high=J;pair_low=4;kicker=A,2897,862025
High card: KJT54,"ranks=K,J,T,5,4",6820,863765
High card: KQJ72,"ranks=K,Q,J,7,2",6703,864838
6x2 + J + 9 + 7,"pair=6;kickers=J,9,7",5230,866723
Qx2 + A + 6 + 2,"pair=Q;kickers=A,6,2",3814,866822
9x2 + K + 7 + 4,"pair=9;kickers=K,7,4",4513,868205
High card: KQT63,"ranks=K,Q,T,6,3",6734,870573
Ax2 + K + 5 + 2,"pair=A;kickers=K,5,2",3377,870758
High card: QJ983,"ranks=Q,J,9,8,3",7039,871131
Kx2 + 5x2 + 7,pair_high=K;pair_low=5;kicker=7,2683,872053
4x2 + A + K + T,"pair=4;kickers=A,K,T",5528,872275
High card: JT865,"ranks=J,T,8,6,5",7242,873103
Kx2 + J + 6 + 2,"pair=K;kickers=J,6,2",3675,873422
Tx2 + J + 9 + 3,"pair=T;kickers=J,9,3",4347,874437
8x2 + A + K + 2,"pair=8;kickers=A,K,2",4655,876826
9x2 + 8 + 7 + 6,"pair=9;kickers=8,7,6",4611,877591
5x2 + A + T + 9,"pair=5;kickers=A,T,9",5333,877933
Jx2 + 9 + 6 + 4,"pair=J;kickers=9,6,4",4162,878845
High card: QT974,"ranks=Q,T,9,7,4",7099,880555
High card: AJ973,"ranks=A,J,9,7,3",6507,881049
High card: AT864,"ranks=A,T,8,6,4",6581,881705
8x2 + T + 9 + 5,"pair=8;kickers=T,9,5",4812,884051
Kx2 + 9 + 8 + 2,"pair=K;kickers=9,8,2",3715,884374
47 + Q,quad=7;kicker=Q,97,885391
Jx2 + Q + 8 + 2,"pair=J;kickers=Q,8,2",4106,886414
6x3 + J + T,"trips=6;kickers=J,T",2168,887777
Qx2 + 4x2 + K,pair_high=Q;pair_low=4;kicker=K,2799,888925
High card: KT964,"ranks=K,T,9,6,4",6894,889295
Jx2 + Tx2 + 2,pair_high=J;pair_low=T;kicker=2,2841,889778
9x2 + J + 8 + 4,"pair=9;kickers=J,8,4",4572,889865
Kx2 + Q + 5 + 3,"pair=K;kickers=Q,5,3",3641,891219
5x2 + K + J + 8,"pair=5;kickers=K,J,8",5372,893809
7x3 + K + 6,"trips=7;kickers=K,6",2088,894179
